LLT	PT_enc
columbia suicide severity rating scale abnormal	PT_04733
coma	PT_04734
coma acidotic	PT_04735
coma blister	PT_04736
coma hepatic	PT_04737
coma neonatal	PT_04738
coma scale	PT_04739
coma scale abnormal	PT_04740
coma scale normal	PT_04741
coma uraemic	PT_04742
combined immunodeficiency	PT_04743
combined pulmonary fibrosis and emphysema	PT_04744
comminuted fracture	PT_04745
commotio retinae	PT_04746
communication disorder	PT_04747
community acquired infection	PT_04748
compartment syndrome	PT_04749
compensatory sweating	PT_04750
total complement activity test	PT_04751
complement deficiency disease	PT_04752
complement factor	PT_04753
complement factor abnormal	PT_04754
complement factor c1 decreased	PT_04755
complement factor c1 increased	PT_04756
complement factor c2 decreased	PT_04757
complement factor c2 increased	PT_04758
complement factor c3	PT_04759
complement factor c3 decreased	PT_04760
complement factor c3 increased	PT_04761
complement factor c4	PT_04762
complement factor c4 decreased	PT_04763
complement factor c4 increased	PT_04764
complement factor c5 increased	PT_04765
complement factor decreased	PT_04766
complement factor increased	PT_04767
complement fixation abnormal	PT_04768
complement fixation test positive	PT_04769
complement split products increased	PT_04770
complete oral rehabilitation	PT_04771
completed suicide	PT_04772
complex regional pain syndrome	PT_04773
complicated appendicitis	PT_04774
complicated fracture	PT_04775
complicated malaria	PT_04776
feeding tube complication	PT_04777
complication associated with device	PT_04777
medical device complication	PT_04777
complication of delivery	PT_04778
difficulty inserting drug implant	PT_04779
complication of device insertion	PT_04779
complication of device removal	PT_04780
difficulty removing drug implant	PT_04780
complication of drug delivery system removal	PT_04781
complication of pregnancy	PT_04782
complications of bone marrow transplant	PT_04783
complications of intestinal transplant	PT_04784
complications of limb reattachment surgery	PT_04785
complications of transplant surgery	PT_04786
complications of transplanted heart	PT_04787
complications of transplanted kidney	PT_04788
complications of transplanted liver	PT_04789
complications of transplanted lung	PT_04790
complications of transplanted pancreas	PT_04791
composite lymphoma	PT_04792
compression fracture	PT_04793
compression garment application	PT_04794
compression stockings application	PT_04794
compulsions	PT_04795
compulsive cheek biting	PT_04796
compulsive handwashing	PT_04797
compulsive hoarding	PT_04798
food hoarding	PT_04798
compulsive lip biting	PT_04799
compulsive sexual behaviour	PT_04800
compulsive shopping	PT_04801
computed tomographic abscessogram	PT_04802
computed tomographic gastrography	PT_04803
computer vision syndrome	PT_04804
computerised tomogram	PT_04805
computerised tomogram abdomen	PT_04806
computerised tomogram abdomen abnormal	PT_04807
computerised tomogram abdomen normal	PT_04808
computerised tomogram abnormal	PT_04809
computerised tomogram breast abnormal	PT_04810
computerised tomogram head	PT_04811
computerised tomogram head abnormal	PT_04812
computerised tomogram coronary artery	PT_04813
computerised tomogram heart	PT_04813
computerised tomogram coronary artery abnormal	PT_04814
computerised tomogram heart abnormal	PT_04814
computerised tomogram intestine	PT_04815
computerised tomogram kidney abnormal	PT_04816
computerised tomogram liver	PT_04817
computerised tomogram liver abnormal	PT_04818
computerised tomogram normal	PT_04819
computerised tomogram oesophagus abnormal	PT_04820
computerised tomogram pancreas	PT_04821
computerised tomogram pancreas abnormal	PT_04822
computerised tomogram pelvis abnormal	PT_04823
computerised tomogram thorax	PT_04824
computerised tomogram thorax abnormal	PT_04825
computerised tomogram thorax normal	PT_04826
concentric sclerosis	PT_04827
concomitant disease aggravated	PT_04828
concomitant disease progression	PT_04829
concomitant drug effect decreased	PT_04830
concussion	PT_04831
condition aggravated	PT_04832
condom	PT_04833
condom catheter placement	PT_04834
conduction disorder	PT_04835
conductive deafness	PT_04836
condyloma latum	PT_04837
cone dystrophy	PT_04838
cone-rod dystrophy	PT_04839
confabulation	PT_04840
confirmed e-cigarette or vaping product use associated lung injury	PT_04841
confluent and reticulate papillomatosis	PT_04842
confusion postoperative	PT_04843
confusional arousal	PT_04844
confusional state	PT_04845
congenital abdominal hernia	PT_04846
congenital absence of bile ducts	PT_04847
congenital absence of cranial vault	PT_04848
congenital absence of vertebra	PT_04849
congenital acrochordon	PT_04850
congenital adrenal gland hypoplasia	PT_04851
congenital alopecia	PT_04852
congenital amputation	PT_04853
congenital anaemia	PT_04854
congenital anomalies of ear ossicles	PT_04855
congenital anomaly	PT_04856
congenital anomaly in offspring	PT_04857
congenital anomaly of adrenal gland	PT_04858
congenital anomaly of inner ear	PT_04859
congenital aortic anomaly	PT_04860
congenital aortic atresia	PT_04861
congenital aortic dilatation	PT_04862
congenital aortic stenosis	PT_04863
congenital aortic valve incompetence	PT_04864
congenital aortic valve stenosis	PT_04865
aplasia	PT_04866
congenital aplasia	PT_04866
congenital aplastic anaemia	PT_04867
congenital aqueductal stenosis	PT_04868
congenital arachnoid cyst	PT_04869
congenital arterial malformation	PT_04870
congenital arterial occlusion	PT_04871
congenital arteriovenous fistula	PT_04872
congenital astigmatism	PT_04873
congenital aural fistula	PT_04874
congenital bladder anomaly	PT_04875
congenital bladder neck obstruction	PT_04876
congenital bowing of long bones	PT_04877
congenital brain damage	PT_04878
congenital bronchiectasis	PT_04879
congenital bronchomalacia	PT_04880
congenital cardiovascular anomaly	PT_04881
congenital cardiovascular anomaly repair	PT_04882
congenital carnitine deficiency	PT_04883
congenital central hypoventilation syndrome	PT_04884
congenital central nervous system anomaly	PT_04885
congenital cerebellar agenesis	PT_04886
congenital cerebral cyst	PT_04887
congenital cerebral haemangioma	PT_04888
congenital cerebrovascular anomaly	PT_04889
congenital choroid plexus cyst	PT_04890
congenital choroidal anomaly	PT_04891
congenital chylothorax	PT_04892
congenital clasped thumb	PT_04893
congenital clavicular agenesis	PT_04894
congenital claw toe	PT_04895
congenital coagulopathy	PT_04896
congenital condyloma	PT_04897
congenital corneal anomaly	PT_04898
congenital coronary artery malformation	PT_04899
congenital covid-19	PT_04900
congenital cranial nerve paralysis	PT_04901
congenital cutis laxa	PT_04902
congenital cyst	PT_04903
congenital cystic kidney disease	PT_04904
congenital cytomegalovirus infection	PT_04905
congenital deformity of clavicle	PT_04906
congenital dermal sinus	PT_04907
congenital diaphragmatic anomaly	PT_04908
congenital diaphragmatic eventration	PT_04909
congenital diaphragmatic hernia	PT_04910
congenital disorder of glycosylation	PT_04911
congenital dyserythropoietic anaemia	PT_04912
congenital dysfibrinogenaemia	PT_04913
congenital dyskeratosis	PT_04914
congenital ectodermal dysplasia	PT_04915
congenital ectopic bladder	PT_04916
congenital ectopic pancreas	PT_04917
congenital elevation of scapula	PT_04918
congenital emphysema	PT_04919
congenital endocrine anomaly	PT_04920
congenital epiblepharon	PT_04921
congenital epiglottal anomaly	PT_04922
congenital eustachian tube anomaly	PT_04923
congenital eye disorder	PT_04924
congenital eye naevus	PT_04925
congenital eyelid malformation	PT_04926
moebius ii syndrome	PT_04927
congenital facial diplegia	PT_04927
congenital facial nerve hypoplasia	PT_04928
congenital fallopian tube anomaly	PT_04929
congenital fibrosarcoma	PT_04930
congenital flaccid paralysis	PT_04931
congenital flat feet	PT_04932
congenital floppy infant	PT_04933
congenital foot malformation	PT_04934
congenital gastric anomaly	PT_04935
congenital gastrointestinal vessel anomaly	PT_04936
congenital generalised lipodystrophy	PT_04937
congenital genital malformation	PT_04938
congenital genital malformation female	PT_04939
congenital genital malformation male	PT_04940
congenital genitourinary abnormality	PT_04941
congenital great vessel anomaly	PT_04942
congenital growth hormone deficiency	PT_04943
congenital haematological disorder	PT_04944
congenital hair disorder	PT_04945
congenital hand malformation	PT_04946
congenital hearing disorder	PT_04947
congenital heart valve disorder	PT_04948
congenital heart valve incompetence	PT_04949
congenital hemiparesis	PT_04950
congenital hepatic fibrosis	PT_04951
congenital hepatitis b infection	PT_04952
congenital hepatobiliary anomaly	PT_04953
congenital hepatomegaly	PT_04954
congenital herpes simplex infection	PT_04955
congenital hiatus hernia	PT_04956
congenital high airway obstruction syndrome	PT_04957
congenital hiv infection	PT_04958
congenital horner's syndrome	PT_04959
congenital hydrocephalus	PT_04960
congenital hydronephrosis	PT_04961
congenital hypercoagulation	PT_04962
congenital hyperextension of knee	PT_04963
congenital hyperextension of spine	PT_04964
hyperinsulinism syndrome	PT_04965
congenital hyperinsulinaemic hypoglycaemia	PT_04965
congenital hyperthyroidism	PT_04966
congenital hypertrichosis	PT_04967
congenital hypogammaglobulinaemia	PT_04968
congenital hypogonadotropic hypogonadism	PT_04969
congenital hypoparathyroidism	PT_04970
congenital hypoplasia of depressor angularis oris muscle	PT_04971
congenital hypothyroidism	PT_04972
congenital infection	PT_04973
congenital inguinal hernia	PT_04974
congenital intestinal malformation	PT_04975
congenital intestinal obstruction	PT_04976
congenital iris anomaly	PT_04977
congenital jaw malformation	PT_04978
congenital joint malformation	PT_04979
congenital knee deformity	PT_04980
congenital knee dislocation	PT_04981
congenital kyphoscoliosis	PT_04982
congenital labia pudendi adhesions	PT_04983
congenital lacrimal gland anomaly	PT_04984
congenital lacrimal passage anomaly	PT_04985
congenital large intestinal atresia	PT_04986
congenital laryngeal stridor	PT_04987
congenital limb hyperextension	PT_04988
congenital lip fistula	PT_04989
congenital lumbar syndrome	PT_04990
congenital lymphoedema	PT_04991
congenital malaria	PT_04992
congenital malignant neoplasm	PT_04993
congenital megacolon	PT_04994
congenital megaureter	PT_04995
congenital melanocytic naevus	PT_04996
congenital melanosis	PT_04997
congenital methaemoglobinaemia	PT_04998
congenital midline defect	PT_04999
congenital mitochondrial cytopathy	PT_05000
congenital mitral valve incompetence	PT_05001
congenital mitral valve stenosis	PT_05002
congenital monorchidism	PT_05003
congenital multiplex arthrogryposis	PT_05004
congenital muscle absence	PT_05005
congenital musculoskeletal disorder	PT_05006
congenital musculoskeletal anomaly	PT_05006
limb malformation	PT_05007
congenital musculoskeletal disorder of limbs	PT_05007
skull malformation	PT_05008
congenital musculoskeletal disorder of skull	PT_05008
congenital musculoskeletal disorder of spine	PT_05009
spine malformation	PT_05009
congenital myasthenic syndrome	PT_05010
congenital myopathy	PT_05011
congenital myopia	PT_05012
congenital naevus	PT_05013
congenital nail disorder	PT_05014
congenital nasal septum deviation	PT_05015
congenital neoplasm	PT_05016
congenital nephrogenic diabetes insipidus	PT_05017
congenital nephrotic syndrome	PT_05018
congenital neurological disorder	PT_05019
congenital neuropathy	PT_05020
congenital nipple anomaly	PT_05021
congenital nipple inversion	PT_05022
congenital nose malformation	PT_05023
congenital nystagmus	PT_05024
congenital oculomotor apraxia	PT_05025
congenital oesophageal anomaly	PT_05026
congenital oesophageal stenosis	PT_05027
congenital oesophageal web	PT_05028
congenital optic nerve anomaly	PT_05029
congenital oral malformation	PT_05030
congenital osteodystrophy	PT_05031
congenital ovarian anomaly	PT_05032
congenital pancreatic anomaly	PT_05033
congenital perforated nasal septum	PT_05034
congenital pharyngeal anomaly	PT_05035
congenital pigmentation disorder	PT_05036
congenital pneumonia	PT_05037
congenital pseudarthrosis	PT_05038
congenital cystic lung	PT_05039
congenital pulmonary airway malformation	PT_05039
congenital pulmonary artery anomaly	PT_05040
congenital pulmonary hypertension	PT_05041
congenital pulmonary valve atresia	PT_05042
congenital pulmonary valve disorder	PT_05043
congenital pyelocaliectasis	PT_05044
congenital renal cyst	PT_05045
congenital renal disorder	PT_05046
congenital retinoblastoma	PT_05047
congenital rubella infection	PT_05048
congenital rubella syndrome	PT_05049
congenital scleral disorder	PT_05050
congenital scoliosis	PT_05051
congenital skin dimples	PT_05052
congenital skin disorder	PT_05053
congenital small intestinal atresia	PT_05054
congenital spinal cord anomaly	PT_05055
congenital spinal fusion	PT_05056
congenital spinal stenosis	PT_05057
congenital spondylolisthesis	PT_05058
congenital spondylolysis	PT_05059
congenital supraventricular tachycardia	PT_05060
congenital syphilis	PT_05061
congenital syphilitic osteochondritis	PT_05062
congenital teratoma	PT_05063
congenital thrombocyte disorder	PT_05064
congenital thrombocytopenia	PT_05065
congenital thyroid disorder	PT_05066
congenital tongue anomaly	PT_05067
congenital torticollis	PT_05068
congenital toxoplasmosis	PT_05069
congenital tracheomalacia	PT_05070
congenital tricuspid valve atresia	PT_05071
congenital tricuspid valve incompetence	PT_05072
congenital tricuspid valve stenosis	PT_05073
congenital tuberculosis	PT_05074
congenital umbilical hernia	PT_05075
congenital ureteric anomaly	PT_05076
congenital ureterocele	PT_05077
congenital ureteropelvic junction obstruction	PT_05078
congenital ureterovesical junction anomaly	PT_05079
congenital urethral anomaly	PT_05080
congenital urinary tract obstruction	PT_05081
congenital uterine anomaly	PT_05082
congenital vaginal cyst	PT_05083
congenital varicella infection	PT_05084
congenital varicocele	PT_05085
congenital vas deferens absence	PT_05086
congenital vesicoureteric reflux	PT_05087
congenital visual acuity reduced	PT_05088
congenital vitreous anomaly	PT_05089
congenital white blood cell disorder	PT_05090
congenital zika syndrome	PT_05091
hepatic congestion	PT_05092
congestive hepatopathy	PT_05092
congo-crimean haemorrhagic fever	PT_05093
conjoined twins	PT_05094
conjunctival abrasion	PT_05095
conjunctival adhesion	PT_05096
conjunctival bleb	PT_05097
conjunctival cyst	PT_05098
conjunctival defect	PT_05099
conjunctival degeneration	PT_05100
conjunctival deposit	PT_05101
conjunctival discolouration	PT_05102
conjunctival disorder	PT_05103
conjunctival erosion	PT_05104
conjunctival filtering bleb leak	PT_05105
conjunctival follicles	PT_05106
conjunctival granuloma	PT_05107
conjunctival haemorrhage	PT_05108
conjunctival hyperaemia	PT_05109
conjunctival irritation	PT_05110
conjunctival laceration	PT_05111
conjunctival melanoma	PT_05112
conjunctival neoplasm	PT_05113
conjunctival oedema	PT_05114
conjunctival operation	PT_05115
conjunctival pallor	PT_05116
conjunctival papillae	PT_05117
conjunctival pigmentation	PT_05118
conjunctival retraction	PT_05119
conjunctival scar	PT_05120
conjunctival staining	PT_05121
conjunctival suffusion	PT_05122
conjunctival telangiectasia	PT_05123
conjunctival thinning	PT_05124
conjunctival ulcer	PT_05125
conjunctival vascular disorder	PT_05126
conjunctivalisation	PT_05127
conjunctivitis infective	PT_05128
conjunctivitis	PT_05128
conjunctivitis allergic	PT_05129
conjunctivitis bacterial	PT_05130
conjunctivitis chlamydial	PT_05131
conjunctivitis fungal	PT_05132
conjunctivitis viral	PT_05133
conjunctivochalasis	PT_05134
conjunctivoplasty	PT_05135
connective tissue disorder	PT_05136
connective tissue inflammation	PT_05137
connective tissue neoplasm	PT_05138
consciousness fluctuating	PT_05139
absent bowel movement	PT_05140
constipation	PT_05140
constipation neonatal	PT_05141
constipation prophylaxis	PT_05142
constricted affect	PT_05143
constricted ear deformity	PT_05144
contact lens acute red eye	PT_05145
contact lens intolerance	PT_05146
contact lens therapy	PT_05147
contact stomatitis	PT_05148
continuous glucose monitoring	PT_05149
continuous haemodiafiltration	PT_05150
contraception	PT_05151
contraceptive diaphragm	PT_05152
contraceptive implant	PT_05153
contracted bladder	PT_05154
contraindicated device used	PT_05155
contraindicated drug administered	PT_05156
